,RMNH.INS.1271298_An_messeae - ND2 gene,RMNH.INS.1271299_An_messeae - ND2 gene,RMNH.INS.1271300_An_messeae - ND2 gene,RMNH.INS.1271301_Cq_richiardii - ND2 gene,RMNH.INS.1271302_Cq_richiardii - ND2 gene,RMNH.INS.1271303_Cq_richiardii - ND2 gene,RMNH.INS.1271304_Ae_vexans - ND2 gene,RMNH.INS.1271305_Ae_vexans - ND2 gene,RMNH.INS.1271306_Ae_vexans - ND2 gene,RMNH.INS.1271307_Cs_annulata - ND2 gene,RMNH.INS.1271308_Cs_annulata - ND2 gene,RMNH.INS.1271309_Cs_annulata - ND2 gene,RMNH.INS.1271310_An_claviger - ND2 gene,RMNH.INS.1271311_An_claviger - ND2 gene,RMNH.INS.1271312_An_claviger - ND2 gene,RMNH.INS.1271313_Cx_modestus - ND2 gene,RMNH.INS.1271314_Cx_modestus - ND2 gene,RMNH.INS.1271315_Cx_modestus - ND2 gene,RMNH.INS.1271316_Cx_territans - ND2 gene,RMNH.INS.1271317_Cx_territans - ND2 gene,RMNH.INS.1271318_Cx_territans - ND2 gene,RMNH.INS.1271319_Ae_cinereus - ND2 gene,RMNH.INS.1271320_Ae_cinereus - ND2 gene,RMNH.INS.1271321_Ae_cinereus - ND2 gene,RMNH.INS.1271322_Cs_longiareolata - ND2 gene,RMNH.INS.1271323_Cs_longiareolata - ND2 gene,RMNH.INS.1271324_Cs_longiareolata - ND2 gene,RMNH.INS.1271325_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271326_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271327_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271328_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271329_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271330_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271331_Ae_rusticus - ND2 gene,RMNH.INS.1271332_Ae_rusticus - ND2 gene,RMNH.INS.1271333_Ae_rusticus - ND2 gene,RMNH.INS.1271334_Ae_communis - ND2 gene,RMNH.INS.1271335_Ae_communis - ND2 gene,RMNH.INS.1271336_Ae_communis - ND2 gene,RMNH.INS.1271337_Ae_punctor - ND2 gene,RMNH.INS.1271338_Ae_rusticus - ND2 gene,RMNH.INS.1271339_Ae_punctor - ND2 gene,RMNH.INS.1271340_Ae_geniculatus - ND2 gene,RMNH.INS.1271341_Ae_geniculatus - ND2 gene,RMNH.INS.1271342_Ae_geniculatus - ND2 gene,RMNH.INS.1271344_Cs_subochrea - ND2 gene,RMNH.INS.1271345_Cs_annulata - ND2 gene,RMNH.INS.1271346_Ae_caspius - ND2 gene,RMNH.INS.1271347_Ae_caspius - ND2 gene,RMNH.INS.1271348_Ae_caspius - ND2 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - ND2 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - ND2 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - ND2 gene,RMNH.INS.1271352_Cs_annulata - ND2 gene,RMNH.INS.1271354_Cs_annulata - ND2 gene,RMNH.INS.1271355_Cx_pipiens - ND2 gene,RMNH.INS.1271356_Cx_pipiens - ND2 gene,RMNH.INS.1271357_Cx_pipiens - ND2 gene,RMNH.INS.1271358_Cs_morsitans - ND2 gene,RMNH.INS.1271359_Cs_morsitans - ND2 gene,RMNH.INS.1271360_Cs_morsitans - ND2 gene,RMNH.INS.1271361_Ae_sticticus - ND2 gene,RMNH.INS.1271362_Ae_sticticus - ND2 gene,RMNH.INS.1271363_Ae_sticticus - ND2 gene,RMNH.INS.1271367_Ae_detritus - ND2 gene,RMNH.INS.1271368_Ae_detritus - ND2 gene,RMNH.INS.1271369_Ae_caspius - ND2 gene,RMNH.INS.1271370_Ae_flavescens - ND2 gene,RMNH.INS.1271371_Ae_flavescens - ND2 gene,RMNH.INS.1271372_Ae_flavescens - ND2 gene,RMNH.INS.1271375_Ae_leucomelas - ND2 gene,RMNH.INS.1271376_Ae_albopictus - ND2 gene,RMNH.INS.1271377_Ae_albopictus - ND2 gene,RMNH.INS.1271378_Ae_albopictus - ND2 gene,RMNH.INS.1271379_Ae_japonicus - ND2 gene,RMNH.INS.1271380_Ae_japonicus - ND2 gene,RMNH.INS.1271381_Ae_japonicus - ND2 gene,RMNH.INS.1271382_Ae_aegypti - ND2 gene,RMNH.INS.1271383_Ae_aegypti - ND2 gene,RMNH.INS.1271384_Ae_aegypti - ND2 gene,RMNH.INS.1271386_Ae_cinereus - ND2 gene,RMNH.INS.1271389_Cs_ochroptera - ND2 gene
RMNH.INS.1271359_Cs_morsitans - ND2 gene,80.897,81.189,80.758,84.6,84.503,84.6,86.062,85.965,86.16,88.402,88.207,88.207,80.507,80.604,80.507,86.452,85.965,86.16,85.867,85.867,86.062,85.078,85.078,85.078,86.94,86.94,86.94,87.232,87.232,87.232,87.329,87.427,87.232,87.037,87.037,87.037,86.55,86.452,86.452,84.503,87.037,84.503,88.402,88.402,88.402,88.304,88.207,88.402,88.402,88.402,78.947,78.947,78.947,88.207,88.207,85.38,85.283,85.283,99.903,,100,87.329,87.135,87.232,86.745,86.55,88.402,87.427,87.427,87.427,85.867,85.575,85.575,85.673,86.062,86.062,86.16,85.965,86.452,85.867,85.078,92.593
RMNH.INS.1271360_Cs_morsitans - ND2 gene,80.897,81.189,80.758,84.6,84.503,84.6,86.062,85.965,86.16,88.402,88.207,88.207,80.507,80.604,80.507,86.452,85.965,86.16,85.867,85.867,86.062,85.078,85.078,85.078,86.94,86.94,86.94,87.232,87.232,87.232,87.329,87.427,87.232,87.037,87.037,87.037,86.55,86.452,86.452,84.503,87.037,84.503,88.402,88.402,88.402,88.304,88.207,88.402,88.402,88.402,78.947,78.947,78.947,88.207,88.207,85.38,85.283,85.283,99.903,100,,87.329,87.135,87.232,86.745,86.55,88.402,87.427,87.427,87.427,85.867,85.575,85.575,85.673,86.062,86.062,86.16,85.965,86.452,85.867,85.078,92.593
RMNH.INS.1271361_Ae_sticticus - ND2 gene,80.897,80.994,80.952,82.943,82.846,82.943,89.864,89.766,89.961,86.647,86.355,86.355,79.337,79.435,79.337,85.283,84.893,85.088,85.185,85.185,85.38,88.566,88.372,88.566,84.99,84.99,84.99,91.131,90.838,90.936,91.131,90.838,90.643,90.351,90.351,90.351,90.448,90.351,90.351,88.402,90.351,88.402,91.131,91.131,91.131,85.77,86.355,91.228,91.423,91.423,79.727,79.727,79.727,86.355,86.355,85.478,85.38,85.38,87.427,87.329,87.329,,99.805,99.805,90.546,90.741,91.423,90.838,90.838,90.838,89.376,86.257,86.257,86.355,88.986,88.986,89.084,88.109,87.817,88.109,88.663,87.914
RMNH.INS.1271362_Ae_sticticus - ND2 gene,80.702,80.799,80.758,82.749,82.651,82.749,89.864,89.766,89.961,86.452,86.16,86.16,79.142,79.24,79.142,85.283,84.698,84.893,85.185,85.185,85.38,88.372,88.178,88.372,84.795,84.795,84.795,90.936,90.643,90.936,90.936,90.643,90.448,90.351,90.351,90.351,90.448,90.351,90.351,88.402,90.351,88.402,91.131,91.131,91.131,85.77,86.16,91.423,91.618,91.618,79.532,79.532,79.532,86.16,86.16,85.283,85.185,85.185,87.232,87.135,87.135,99.805,,99.805,90.351,90.546,91.618,90.643,90.643,90.643,89.376,86.062,86.062,86.16,88.791,88.791,88.889,87.914,87.622,88.109,88.469,87.719
RMNH.INS.1271363_Ae_sticticus - ND2 gene,80.799,80.897,80.855,82.846,82.749,82.846,90.058,89.961,90.156,86.647,86.355,86.355,79.24,79.337,79.24,85.38,84.795,84.99,85.283,85.283,85.478,88.566,88.372,88.566,84.99,84.99,84.99,91.033,90.741,91.033,91.033,90.741,90.546,90.448,90.448,90.448,90.546,90.448,90.448,88.499,90.448,88.499,91.228,91.228,91.228,85.965,86.355,91.326,91.52,91.52,79.63,79.63,79.63,86.355,86.355,85.38,85.283,85.283,87.329,87.232,87.232,99.805,99.805,,90.448,90.643,91.52,90.741,90.741,90.741,89.474,86.257,86.257,86.355,88.986,88.986,89.084,88.012,87.719,88.012,88.663,87.914
RMNH.INS.1271367_Ae_detritus - ND2 gene,80.994,81.287,81.244,84.016,83.918,83.821,89.474,89.376,89.571,87.427,87.135,87.135,80.897,80.799,80.897,85.185,84.795,84.99,85.088,85.088,85.185,87.888,87.694,87.888,85.867,85.867,85.867,91.813,91.813,91.618,91.813,91.52,91.52,91.033,91.033,91.033,90.643,90.741,90.741,90.058,91.033,90.058,90.838,90.838,90.838,86.745,87.135,92.398,92.398,92.398,80.117,80.117,80.117,87.135,87.135,85.965,85.867,85.673,86.647,86.745,86.745,90.546,90.351,90.448,,98.928,92.398,91.52,91.52,91.52,90.156,86.94,86.94,87.037,89.864,89.864,89.864,88.207,88.791,88.499,87.791,88.207
RMNH.INS.1271368_Ae_detritus - ND2 gene,81.481,81.774,81.73,84.503,84.405,84.308,89.864,89.766,89.961,87.427,87.135,87.135,81.384,81.287,81.384,85.575,85.185,85.38,85.088,85.088,85.185,88.275,88.081,88.275,85.867,85.867,85.867,91.91,91.91,91.715,91.91,91.813,91.813,91.131,91.131,91.131,91.033,91.131,91.131,90.058,91.131,90.058,91.228,91.228,91.228,86.647,87.135,92.788,92.788,92.788,80.409,80.409,80.409,87.135,87.135,86.257,86.16,86.16,86.647,86.55,86.55,90.741,90.546,90.643,98.928,,92.788,91.813,91.813,91.813,90.253,87.135,87.135,87.232,90.253,90.253,90.448,88.694,89.084,88.986,88.372,88.109
RMNH.INS.1271369_Ae_caspius - ND2 gene,81.774,82.066,81.73,84.503,84.6,84.6,91.131,91.131,91.228,89.571,89.279,89.279,81.579,81.676,81.579,88.109,87.135,87.427,85.77,85.77,85.965,90.019,90.019,90.019,87.037,87.037,87.037,93.08,92.982,93.177,93.275,93.177,93.177,92.203,92.203,92.203,92.593,92.69,92.69,90.253,92.203,90.253,93.275,93.275,93.275,88.694,89.279,99.708,100,99.903,80.409,80.409,80.409,89.279,89.279,86.94,86.842,86.842,88.499,88.402,88.402,91.423,91.618,91.52,92.398,92.788,,92.982,92.982,93.177,92.008,87.524,87.524,87.622,90.253,90.253,90.351,88.791,89.181,89.084,90.213,88.889
RMNH.INS.1271370_Ae_flavescens - ND2 gene,81.189,81.481,81.244,84.113,84.016,84.113,89.474,89.376,89.571,87.427,87.427,87.427,80.799,80.897,80.799,86.355,86.16,86.355,85.575,85.575,85.673,87.888,87.888,87.888,85.478,85.478,85.478,96.004,96.004,95.906,96.296,96.394,96.199,91.326,91.326,91.326,91.423,91.52,91.326,89.279,91.326,89.279,91.228,91.228,91.228,86.745,87.427,92.982,92.982,92.982,80.312,80.312,80.312,87.427,87.427,86.257,86.16,86.16,87.427,87.427,87.427,90.838,90.643,90.741,91.52,91.813,92.982,,100,99.513,91.131,86.55,86.55,86.647,89.181,89.181,89.279,87.524,88.012,87.817,87.888,87.914
RMNH.INS.1271371_Ae_flavescens - ND2 gene,81.189,81.481,81.244,84.113,84.016,84.113,89.474,89.376,89.571,87.427,87.427,87.427,80.799,80.897,80.799,86.355,86.16,86.355,85.575,85.575,85.673,87.888,87.888,87.888,85.478,85.478,85.478,96.004,96.004,95.906,96.296,96.394,96.199,91.326,91.326,91.326,91.423,91.52,91.326,89.279,91.326,89.279,91.228,91.228,91.228,86.745,87.427,92.982,92.982,92.982,80.312,80.312,80.312,87.427,87.427,86.257,86.16,86.16,87.427,87.427,87.427,90.838,90.643,90.741,91.52,91.813,92.982,100,,99.513,91.131,86.55,86.55,86.647,89.181,89.181,89.279,87.524,88.012,87.817,87.888,87.914
RMNH.INS.1271372_Ae_flavescens - ND2 gene,81.189,81.481,81.244,83.918,83.821,83.918,89.474,89.376,89.571,87.232,87.232,87.232,80.702,80.799,80.702,86.355,86.16,86.355,85.575,85.575,85.673,87.888,87.888,87.888,85.185,85.185,85.185,96.101,95.906,95.809,96.199,96.101,95.906,91.423,91.423,91.423,91.52,91.618,91.423,89.279,91.423,89.279,91.228,91.228,91.228,86.745,87.232,93.177,93.177,93.177,80.312,80.312,80.312,87.232,87.232,86.257,86.16,86.16,87.427,87.427,87.427,90.838,90.643,90.741,91.52,91.813,93.177,99.513,99.513,,91.228,86.55,86.55,86.647,89.181,89.181,89.279,87.524,88.012,87.817,87.888,87.914
RMNH.INS.1271375_Ae_leucomelas - ND2 gene,80.604,80.897,80.855,82.359,82.261,82.261,89.474,89.474,89.571,85.673,85.77,85.77,80.019,80.117,80.019,85.575,84.893,85.185,84.211,84.211,84.211,87.209,87.112,87.209,84.503,84.503,84.503,92.105,91.715,92.203,92.203,92.105,92.3,90.546,90.546,90.546,90.253,90.156,90.156,89.766,90.546,89.766,90.643,90.643,90.643,85.185,85.77,92.203,92.008,92.008,78.752,78.752,78.752,85.77,85.77,84.698,84.6,84.6,85.867,85.867,85.867,89.376,89.376,89.474,90.156,90.253,92.008,91.131,91.131,91.228,,86.452,86.452,86.55,87.524,87.524,87.622,86.94,87.524,87.135,87.306,86.94
RMNH.INS.1271376_Ae_albopictus - ND2 gene,81.481,81.774,81.438,83.528,83.431,83.528,87.914,87.817,88.012,85.965,85.867,85.867,82.651,82.749,82.651,85.965,85.673,85.867,85.38,85.283,85.575,87.209,87.112,87.209,84.405,84.405,84.405,87.037,86.647,87.135,87.037,86.842,86.842,87.329,87.329,87.329,85.965,86.062,86.062,85.088,87.329,85.088,88.304,88.304,88.304,85.088,85.867,87.817,87.524,87.622,80.897,80.897,80.897,85.867,85.867,85.867,85.77,85.77,85.478,85.575,85.575,86.257,86.062,86.257,86.94,87.135,87.524,86.55,86.55,86.55,86.452,,100,99.903,86.745,86.745,86.94,88.986,89.084,88.596,87.209,85.867
RMNH.INS.1271377_Ae_albopictus - ND2 gene,81.481,81.774,81.438,83.528,83.431,83.528,87.914,87.817,88.012,85.965,85.867,85.867,82.651,82.749,82.651,85.965,85.673,85.867,85.38,85.283,85.575,87.209,87.112,87.209,84.405,84.405,84.405,87.037,86.647,87.135,87.037,86.842,86.842,87.329,87.329,87.329,85.965,86.062,86.062,85.088,87.329,85.088,88.304,88.304,88.304,85.088,85.867,87.817,87.524,87.622,80.897,80.897,80.897,85.867,85.867,85.867,85.77,85.77,85.478,85.575,85.575,86.257,86.062,86.257,86.94,87.135,87.524,86.55,86.55,86.55,86.452,100,,99.903,86.745,86.745,86.94,88.986,89.084,88.596,87.209,85.867
RMNH.INS.1271378_Ae_albopictus - ND2 gene,81.579,81.871,81.535,83.528,83.431,83.528,88.012,87.914,88.109,86.062,85.965,85.965,82.749,82.846,82.749,86.062,85.77,85.965,85.478,85.38,85.673,87.306,87.209,87.306,84.503,84.503,84.503,87.135,86.745,87.232,87.135,86.94,86.94,87.427,87.427,87.427,86.062,86.16,86.16,85.185,87.427,85.185,88.402,88.402,88.402,85.185,85.965,87.914,87.622,87.719,80.994,80.994,80.994,85.965,85.965,85.965,85.867,85.867,85.575,85.673,85.673,86.355,86.16,86.355,87.037,87.232,87.622,86.647,86.647,86.647,86.55,99.903,99.903,,86.842,86.842,87.037,89.084,89.181,88.694,87.306,85.965
RMNH.INS.1271379_Ae_japonicus - ND2 gene,80.409,80.312,80.175,83.333,83.236,83.333,88.791,88.694,88.889,86.94,86.647,86.647,80.507,80.604,80.507,85.478,85.478,85.673,84.308,84.308,84.503,87.597,87.597,87.597,85.77,85.77,85.77,89.864,89.474,89.571,89.864,89.474,89.474,88.694,88.694,88.694,89.084,89.181,89.181,86.745,88.694,86.745,90.448,90.448,90.448,85.867,86.647,90.253,90.253,90.253,79.435,79.435,79.435,86.647,86.647,85.867,85.77,85.965,86.16,86.062,86.062,88.986,88.791,88.986,89.864,90.253,90.253,89.181,89.181,89.181,87.524,86.745,86.745,86.842,,100,99.413,88.012,87.719,88.109,87.694,87.622
RMNH.INS.1271380_Ae_japonicus - ND2 gene,80.409,80.312,80.175,83.333,83.236,83.333,88.791,88.694,88.889,86.94,86.647,86.647,80.507,80.604,80.507,85.478,85.478,85.673,84.308,84.308,84.503,87.597,87.597,87.597,85.77,85.77,85.77,89.864,89.474,89.571,89.864,89.474,89.474,88.694,88.694,88.694,89.084,89.181,89.181,86.745,88.694,86.745,90.448,90.448,90.448,85.867,86.647,90.253,90.253,90.253,79.435,79.435,79.435,86.647,86.647,85.867,85.77,85.965,86.16,86.062,86.062,88.986,88.791,88.986,89.864,90.253,90.253,89.181,89.181,89.181,87.524,86.745,86.745,86.842,100,,99.413,88.012,87.719,88.109,87.694,87.622
RMNH.INS.1271381_Ae_japonicus - ND2 gene,80.214,80.312,80.175,83.431,83.333,83.431,89.084,88.986,88.986,87.135,86.842,86.842,80.604,80.702,80.604,85.575,85.575,85.575,84.405,84.405,84.6,87.597,87.597,87.597,85.867,85.867,85.867,89.961,89.571,89.669,89.961,89.571,89.571,88.596,88.596,88.596,89.376,89.474,89.279,87.037,88.596,87.037,90.351,90.351,90.351,85.867,86.842,90.351,90.351,90.351,79.337,79.337,79.337,86.842,86.842,86.062,85.965,86.16,86.257,86.16,86.16,89.084,88.889,89.084,89.864,90.448,90.351,89.279,89.279,89.279,87.622,86.94,86.94,87.037,99.413,99.413,,88.012,87.719,88.109,87.694,87.719
RMNH.INS.1271382_Ae_aegypti - ND2 gene,81.189,81.287,81.244,83.236,83.138,83.236,88.596,88.499,88.694,85.575,85.575,85.575,80.312,80.312,80.312,85.185,84.893,85.088,84.893,84.893,84.99,87.888,87.888,87.888,84.698,84.698,84.698,88.109,88.207,87.914,88.109,88.304,88.304,88.207,88.207,88.207,87.622,87.524,87.524,85.575,88.207,85.575,89.181,89.181,89.181,84.99,85.575,88.791,88.791,88.889,79.825,79.825,79.825,85.575,85.575,85.867,85.965,86.16,86.062,85.965,85.965,88.109,87.914,88.012,88.207,88.694,88.791,87.524,87.524,87.524,86.94,88.986,88.986,89.084,88.012,88.012,88.012,,98.343,98.928,88.081,86.355
RMNH.INS.1271383_Ae_aegypti - ND2 gene,81.579,81.871,81.633,83.918,83.821,83.723,88.791,88.694,88.889,86.062,86.062,86.062,80.604,80.604,80.604,85.77,85.478,85.673,84.893,84.893,84.99,88.275,88.275,88.275,84.795,84.795,84.795,88.207,88.304,88.012,88.207,88.402,88.402,88.596,88.596,88.596,87.914,87.817,87.817,85.867,88.596,85.867,89.571,89.571,89.571,85.283,86.062,89.084,89.181,89.181,79.922,79.922,79.922,86.062,86.062,85.867,85.77,85.867,86.355,86.452,86.452,87.817,87.622,87.719,88.791,89.084,89.181,88.012,88.012,88.012,87.524,89.084,89.084,89.181,87.719,87.719,87.719,98.343,,98.635,88.275,87.037
RMNH.INS.1271384_Ae_aegypti - ND2 gene,81.481,81.579,81.535,83.236,83.138,83.041,88.694,88.596,88.791,85.77,85.77,85.77,80.409,80.409,80.409,85.38,85.088,85.283,84.698,84.698,84.795,87.984,87.984,87.984,84.893,84.893,84.893,88.207,88.109,88.012,88.207,88.207,88.207,88.207,88.207,88.207,87.622,87.524,87.524,85.77,88.207,85.77,89.084,89.084,89.084,84.795,85.77,88.986,89.084,89.084,79.727,79.727,79.727,85.77,85.77,85.77,85.867,86.062,85.965,85.867,85.867,88.109,88.109,88.012,88.499,88.986,89.084,87.817,87.817,87.817,87.135,88.596,88.596,88.694,88.109,88.109,88.109,98.928,98.635,,88.178,86.647
RMNH.INS.1271386_Ae_cinereus - ND2 gene,79.167,79.36,79.13,81.88,81.783,81.783,91.279,91.182,91.376,86.337,86.047,86.047,79.748,79.845,79.748,85.174,84.787,84.981,84.399,84.399,84.593,99.806,99.612,99.806,84.884,84.884,84.884,88.275,88.081,88.178,88.469,88.372,88.178,88.566,88.566,88.566,88.76,88.857,88.857,86.337,88.566,86.337,89.632,89.632,89.632,85.271,86.047,90.019,90.213,90.213,78.391,78.391,78.391,86.047,86.047,85.078,85.174,85.174,85.174,85.078,85.078,88.663,88.469,88.663,87.791,88.372,90.213,87.888,87.888,87.888,87.306,87.209,87.209,87.306,87.694,87.694,87.694,88.081,88.275,88.178,,87.209
RMNH.INS.1271389_Cs_ochroptera - ND2 gene,80.897,81.189,80.855,85.575,85.478,85.38,87.135,87.037,87.232,89.571,89.376,89.376,80.994,81.092,80.994,86.55,86.16,86.355,85.478,85.478,85.478,87.306,87.306,87.306,87.232,87.232,87.232,87.914,87.622,87.914,87.914,87.914,87.914,87.817,87.817,87.817,87.135,87.037,87.037,85.575,87.817,85.575,89.376,89.376,89.376,89.181,89.376,88.889,88.889,88.889,80.409,80.409,80.409,89.376,89.376,86.452,86.355,86.355,92.495,92.593,92.593,87.914,87.719,87.914,88.207,88.109,88.889,87.914,87.914,87.914,86.94,85.867,85.867,85.965,87.622,87.622,87.719,86.355,87.037,86.647,87.209,
